484102.060000	7201658.750000	32.290000
484101.970000	7201658.940000	32.280000
484102.430000	7201658.820000	32.330000
484102.340000	7201659.010000	32.310000
484102.250000	7201659.210000	32.310000
484102.150000	7201659.400000	32.280000
484102.050000	7201659.620000	32.270000
484102.870000	7201658.760000	32.410000
484102.770000	7201658.950000	32.400000
484102.680000	7201659.150000	32.360000
484102.580000	7201659.370000	32.360000
484102.480000	7201659.580000	32.310000
484102.380000	7201659.780000	32.310000
484102.290000	7201659.990000	32.290000
484102.190000	7201660.200000	32.270000
484102.100000	7201660.380000	32.280000
484103.290000	7201658.710000	32.490000
484103.190000	7201658.920000	32.460000
484103.100000	7201659.130000	32.440000
484102.990000	7201659.350000	32.420000
484102.900000	7201659.540000	32.400000
484102.800000	7201659.750000	32.410000
484102.710000	7201659.950000	32.360000
484102.610000	7201660.160000	32.340000
484102.520000	7201660.350000	32.320000
484102.420000	7201660.570000	32.300000
484102.320000	7201660.780000	32.280000
484102.230000	7201660.980000	32.260000
484103.850000	7201658.550000	32.450000
484103.760000	7201658.750000	32.470000
484103.670000	7201658.950000	32.490000
484103.580000	7201659.150000	32.530000
484103.490000	7201659.350000	32.530000
484103.390000	7201659.560000	32.500000
484103.290000	7201659.760000	32.480000
484103.200000	7201659.970000	32.450000
484103.110000	7201660.150000	32.440000
484103.000000	7201660.380000	32.410000
484102.900000	7201660.590000	32.390000
484102.810000	7201660.780000	32.390000
484102.710000	7201661.000000	32.350000
484102.620000	7201661.200000	32.330000
484104.250000	7201658.690000	32.390000
484104.150000	7201658.910000	32.390000
484104.060000	7201659.090000	32.410000
484103.970000	7201659.300000	32.450000
484103.890000	7201659.480000	32.480000
484103.800000	7201659.680000	32.480000
484103.710000	7201659.870000	32.490000
484103.620000	7201660.070000	32.530000
484103.510000	7201660.290000	32.480000
484103.420000	7201660.490000	32.460000
484103.320000	7201660.700000	32.460000
484103.230000	7201660.910000	32.430000
484103.140000	7201661.100000	32.420000
484102.830000	7201661.500000	30.470000
484104.760000	7201658.470000	32.280000
484104.660000	7201658.680000	32.300000
484104.580000	7201658.870000	32.320000
484104.480000	7201659.080000	32.330000
484104.400000	7201659.260000	32.380000
484104.310000	7201659.460000	32.390000
484104.220000	7201659.650000	32.410000
484104.130000	7201659.850000	32.430000
484104.040000	7201660.050000	32.460000
484103.950000	7201660.250000	32.480000
484103.850000	7201660.450000	32.490000
484103.770000	7201660.640000	32.520000
484103.680000	7201660.830000	32.540000
484103.580000	7201661.040000	32.500000
484103.260000	7201661.460000	30.470000
484104.920000	7201658.570000	30.500000
484104.960000	7201658.610000	31.350000
484104.830000	7201658.780000	30.510000
484105.010000	7201658.630000	32.250000
484104.910000	7201658.830000	32.270000
484104.820000	7201659.030000	32.280000
484104.740000	7201659.210000	32.320000
484104.650000	7201659.410000	32.320000
484104.560000	7201659.610000	32.340000
484104.470000	7201659.820000	32.370000
484104.380000	7201660.000000	32.390000
484104.280000	7201660.210000	32.410000
484104.200000	7201660.400000	32.430000
484104.110000	7201660.600000	32.430000
484104.030000	7201660.780000	32.470000
484103.930000	7201660.990000	32.510000
484103.610000	7201661.410000	30.480000
484105.310000	7201658.610000	30.470000
484105.210000	7201658.810000	30.470000
484105.120000	7201659.010000	30.500000
484105.030000	7201659.210000	30.510000
484104.940000	7201659.400000	30.530000
484105.120000	7201659.250000	32.220000
484104.850000	7201659.600000	30.510000
484105.030000	7201659.450000	32.260000
484104.940000	7201659.660000	32.300000
484104.850000	7201659.850000	32.300000
484104.750000	7201660.060000	32.340000
484104.670000	7201660.240000	32.350000
484104.580000	7201660.440000	32.360000
484104.500000	7201660.620000	32.390000
484104.400000	7201660.830000	32.420000
484104.310000	7201661.040000	32.440000
484104.000000	7201661.440000	30.490000
484105.340000	7201659.600000	30.440000
484105.240000	7201659.810000	30.470000
484105.150000	7201660.000000	30.460000
484105.060000	7201660.210000	30.490000
484105.230000	7201660.060000	32.160000
484104.970000	7201660.410000	30.470000
484105.160000	7201660.240000	32.260000
484105.070000	7201660.430000	32.280000
484104.980000	7201660.640000	32.310000
484104.880000	7201660.840000	32.320000
484104.500000	7201661.420000	30.500000
484105.370000	7201660.600000	30.450000
484105.280000	7201660.810000	30.460000
484105.180000	7201661.020000	30.480000
484105.370000	7201660.840000	32.250000
484105.090000	7201661.210000	30.470000
484105.430000	7201661.150000	30.440000
