484073.960000000	7201665.29000000	33.7500000000000
484074.190000000	7201664.73000000	33.5400000000000
484074.350000000	7201664.35000000	33.3900000000000
484074.430000000	7201664.15000000	33.3100000000000
484073.990000000	7201663.76000000	33.1200000000000
484074.070000000	7201663.57000000	33.0600000000000
484074.580000000	7201663.79000000	33.1600000000000
484074.510000000	7201663.97000000	33.2500000000000
484075.240000000	7201662.79000000	35.1400000000000
484075.320000000	7201663.55000000	33.1100000000000
484075.470000000	7201662.33000000	35.3200000000000
484075.240000000	7201663.74000000	33.1900000000000
484076.040000000	7201662.37000000	34.9600000000000
484076.090000000	7201663.41000000	33.0400000000000
484075.950000000	7201663.77000000	33.2400000000000
484076.020000000	7201663.59000000	33.1600000000000
484076.620000000	7201663.31000000	33.1000000000000
484076.550000000	7201663.49000000	33.1800000000000
484075.860000000	7201663.97000000	33.3100000000000
484076.460000000	7201663.69000000	33.2500000000000
484077.140000000	7201663.30000000	33.1300000000000
484077.210000000	7201663.12000000	33.0200000000000
484077.060000000	7201663.49000000	33.2000000000000
484076.980000000	7201663.69000000	33.2800000000000
484077.670000000	7201663.47000000	33.2300000000000
484077.830000000	7201663.08000000	33.0500000000000
484077.760000000	7201663.26000000	33.1600000000000
484077.590000000	7201663.65000000	33.2900000000000
484076.900000000	7201663.87000000	33.3300000000000
484078.410000000	7201663.54000000	33.3000000000000
484077.430000000	7201664.03000000	33.4400000000000
484078.570000000	7201663.16000000	33.1500000000000
484078.480000000	7201663.36000000	33.2200000000000
484078.320000000	7201663.74000000	33.3700000000000
484077.510000000	7201663.85000000	33.3900000000000
484079.150000000	7201663.06000000	33.1700000000000
484079.070000000	7201663.26000000	33.2300000000000
484079.220000000	7201662.88000000	33.0400000000000
484078.990000000	7201663.45000000	33.3100000000000
484079.640000000	7201663.03000000	33.1800000000000
484079.560000000	7201663.22000000	33.2500000000000
484079.710000000	7201662.85000000	33.0500000000000
484080.170000000	7201662.95000000	33.1900000000000
484080.240000000	7201662.77000000	33.0600000000000
484080.090000000	7201663.14000000	33.2600000000000
484080.010000000	7201663.32000000	33.3200000000000
484080.980000000	7201662.68000000	33.0600000000000
484080.830000000	7201663.05000000	33.2300000000000
484080.900000000	7201662.87000000	33.1700000000000
484081.600000000	7201662.63000000	33.1300000000000
484081.520000000	7201662.82000000	33.1800000000000
484081.450000000	7201663	33.2700000000000
484082.230000000	7201662.43000000	33.0300000000000
484082.160000000	7201662.60000000	33.1300000000000
484082.080000000	7201662.79000000	33.2100000000000
484082.670000000	7201662.50000000	33.1400000000000
484082.740000000	7201662.33000000	33.0300000000000
484082.600000000	7201662.68000000	33.2200000000000
484082.010000000	7201662.97000000	33.2900000000000
484083.340000000	7201662.38000000	33.0600000000000
484083.270000000	7201662.55000000	33.1800000000000
484082.510000000	7201662.88000000	33.2900000000000
484083.190000000	7201662.75000000	33.2500000000000
484084.130000000	7201661.77000000	32.1400000000000
484083.870000000	7201662.55000000	33.2300000000000
484084.020000000	7201662.18000000	33.0500000000000
484083.950000000	7201662.36000000	33.1500000000000
484083.780000000	7201662.75000000	33.3100000000000
484083.110000000	7201662.94000000	33.3400000000000
484084.640000000	7201662.01000000	32.1200000000000
484084.550000000	7201662.21000000	32.1000000000000
484084.730000000	7201661.81000000	32.1100000000000
484084.640000000	7201662.21000000	33.1000000000000
484084.560000000	7201662.39000000	33.1900000000000
484085.150000000	7201662.10000000	33.1000000000000
484085.070000000	7201662.29000000	33.2000000000000
484084.400000000	7201662.77000000	33.3400000000000
484085.220000000	7201661.91000000	32.9700000000000
484084.990000000	7201662.48000000	33.2600000000000
484085.610000000	7201662.32000000	33.2400000000000
