5.677910400000000373e+05	    7.025550660000000149e+06	    1.522899999999999920e+02
5.677908200000000652e+05	    7.025550219999999739e+06	    1.520900000000000034e+02
5.677916700000000419e+05	    7.025550339999999851e+06	    1.521899999999999977e+02
5.677914599999999627e+05	    7.025549919999999925e+06	    1.518799999999999955e+02
5.677912800000000279e+05	    7.025549559999999590e+06	    1.516200000000000045e+02
5.677910700000000652e+05	    7.025549160000000149e+06	    1.513199999999999932e+02
5.677908599999999860e+05	    7.025548740000000224e+06	    1.510399999999999920e+02
5.677906800000000512e+05	    7.025548400000000373e+06	    1.507800000000000011e+02
5.677904899999999907e+05	    7.025548019999999553e+06	    1.505300000000000011e+02
5.677902700000000186e+05	    7.025547599999999627e+06	    1.502299999999999898e+02
5.677900799999999581e+05	    7.025547219999999739e+06	    1.500000000000000000e+02
5.677898800000000047e+05	    7.025546820000000298e+06	    1.497100000000000080e+02
5.677924899999999907e+05	    7.025550379999999888e+06	    1.522100000000000080e+02
5.677922900000000373e+05	    7.025549990000000224e+06	    1.520600000000000023e+02
5.677920899999999674e+05	    7.025549589999999851e+06	    1.517599999999999909e+02
5.677918900000000140e+05	    7.025549200000000186e+06	    1.514799999999999898e+02
5.677916999999999534e+05	    7.025548820000000298e+06	    1.512199999999999989e+02
5.677915000000000000e+05	    7.025548429999999702e+06	    1.509300000000000068e+02
5.677910899999999674e+05	    7.025547639999999665e+06	    1.503400000000000034e+02
5.677906999999999534e+05	    7.025546860000000335e+06	    1.497800000000000011e+02
5.677905100000000093e+05	    7.025546490000000224e+06	    1.494900000000000091e+02
5.677903000000000466e+05	    7.025546080000000075e+06	    1.492299999999999898e+02
5.677901199999999953e+05	    7.025545730000000447e+06	    1.488700000000000045e+02
5.677930100000000093e+05	    7.025549940000000410e+06	    1.521200000000000045e+02
5.677928200000000652e+05	    7.025549559999999590e+06	    1.518499999999999943e+02
5.677926300000000047e+05	    7.025549200000000186e+06	    1.515800000000000125e+02
5.677924300000000512e+05	    7.025548799999999814e+06	    1.512700000000000102e+02
5.677922299999999814e+05	    7.025548410000000149e+06	    1.510300000000000011e+02
